关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
生成式AI,5271628340529740,#聊斋志异#系列《雷曹》第五集#悦灵犀AI##耀世星辉传媒##悦享控股CHR# 出品 #蒲松龄##聊斋##ai# 系列#动画##短剧##ai绘画##二次元##年度国产动画##国漫##ai绘画你是懂二次元爱好者的##次元ai绘画##ai绘画生成##二次元绘画##短剧推荐##ai视频##国产动画##动画推荐##国漫推荐##我的年度推荐# ...全文,,无,"https://f.video.weibocdn.com/o0/pMgPzCCvlx08vAH1MQWs01041200tynY0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730022&ssig=dErS9AIljx&KID=unistore,video",,Sun Mar 01 12:00:01 +0800 2026,耀世星辉传媒创始人 首席执行官兼总裁,13,5,5
生成式AI,5271467820583419,大量的工作岗位在消失，这一幕正在上演，且刚刚开始。另一个趋势就是，未来，人+AI智能体，一个人就可以完成一个庞大公司团队的工作。聪明的人会更聪明，人与人之间的差距会被加速拉大。努力给自己的大脑，装一些AI替代不了的能力或者精神特质，以顺应未来几十年的变化。———————————— ...全文,,无,,,Sun Mar 01 01:22:10 +0800 2026,财经观察官 财经博主 超话主持人（无波子超话） 微博原创视频博主 头条文章作者,30,14,2
生成式AI,5271392473058803,大家来和北航副教授一起学AI吧？ ,,https://wx1.sinaimg.cn/orj360/007EkulVgy1iaqk62p7hlj30xc20g7cu.jpg,,,Sat Feb 28 20:22:46 +0800 2026,汽车达人  微博新知博主 汽车博主,90,44,18
生成式AI,5271226676936816,我对AI的认知演化基本可以写成以下几个阶段，我不是硬核技术人员，所以AI使用情景仅限于这些文字视频创作和数据分析领域。1. 初始的时候是惊艳，生成式AI让人插上了翅膀。尤其是英语文案写作这一块。AI自动生成PPT和网页设计也很让人震惊。2. 接下来是工作方式的改变。从初始的手搓到混合hybrid模 ...全文,,无,,,Sat Feb 28 09:23:57 +0800 2026,科技博主,87,30,1
生成式AI,5271164066726264,今天在一个panel上某UC伯克利的教授分享的好玩prompt来测试生成式AI的能力。Chatgpt挂了（见图）“I want to wash my car. The car wash is 50 meters away. Should I walk or drive?” ,,https://wx1.sinaimg.cn/orj360/006pA7FSgy1iaptxjlbfcj30xi0x1wii.jpg,,,Sat Feb 28 05:15:10 +0800 2026,,23,2,6
生成式AI,5271404415027598,我觉得生成式ai最贱的一点除了熔尸以外还得是给了很多投机取巧的小人骗人的机会，多少废物拿着ai生成的东西假装是自己画/写/做的更可怕的是大多网民对这个不够了解真的会被骗到，我已经刷到无数个ai文的xhs帖子了，底下还一堆无辜群众夸老师好会写，wtf ,,无,,,Sat Feb 28 21:10:13 +0800 2026,iPhone 15,9,0,2
生成式AI,5271386948111692,日本瑞穗金融集团计划今后10年以人工智能（AI）替代最多约5000个事务性岗位，大幅削减文件核对等环节的工作量。对应的员工将换岗至营业部门等，以提升盈利能力。该集团将在旗下的瑞穗银行等全面应用AI。在开户等手续办理过程中，核对客户提交的资料以及向系统录入信息等工作将交由AI完成。目前承担此 ...全文,,https://wx2.sinaimg.cn/orj360/0077YNWAgy1iaqjiyu5qgj30vg2setsl.jpg,,,Sat Feb 28 20:00:49 +0800 2026,科技博主,3,6,2
生成式AI,5270992020833598,黄仁勋表示，人工智能正迎来第三次关键演进：从ChatGPT开启生成式AI先河，到推理模型实现逻辑能力的跃升，如今AI代理正站上新一轮变革的起点。他指出，AI代理的本质性突破在于，它们不仅能思考，更能执行，这类系统已在编程领域展现出强大的任务完成能力，并正快速向各行各业渗透。他将这一趋势定义为 ...全文,,无,"https://f.video.weibocdn.com/o0/7jHhYSGWlx08vFUGYs7601041200glpF0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730032&ssig=TTq%2B68hQlD&KID=unistore,video",,Fri Feb 27 17:51:31 +0800 2026,华尔街见闻  网址 http://wallstreetcn.com/   官方微博,37,47,2
生成式AI,5271335112540830,【#ChatGPT周活跃用户数破9亿#】2月28日，OpenAI在周五宣布，其旗下聊天机器人ChatGPT的周活跃用户数已达到9亿，并正瞄准向10亿周活跃用户这一更宏伟的里程碑。该公司还指出，其目前拥有超过5000万付费订阅用户。#ChatGPT已拥有超5000万付费订阅用户#“订阅用户增长势头在年初显著加速，1月和2月有望 ...全文,,https://wx3.sinaimg.cn/orj360/007Nhh57ly1iaqdmay0euj32yo1o01j7.jpg,,,Sat Feb 28 16:34:49 +0800 2026,铁骥视频官方微博,11,4,2
生成式AI,5271056978021905,Blackpink回归的主打歌GO，难听到这种程度我称之为晚年不保！  Blackpink回归敷衍#一分钟视频创作季##金牌剪刀手# 香菜灭绝者1的微博视频 ,,无,"https://f.video.weibocdn.com/o0/SfjXZknKlx08vGcnU4zS01041200fvpC0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730032&ssig=a39nt7hBx6&KID=unistore,video",,Fri Feb 27 22:09:38 +0800 2026,娱乐博主,129,0,1
生成式AI,5270965476140822,104245[真心提问而非引战]想知道大家对于“ai辅助补原著”是什么态度。具体就是问ai某作世界观、某个角色有哪些原作剧情、某个角色在原著里说过什么话。不涉及任何生成式内容，比如“生成a与b的相处模式”等等。高柱觉得这只是用了ai检索信息的能力（抛开回答可能有错误不谈），但是某一程度上来说 ...全文,,无,,,Fri Feb 27 16:06:02 +0800 2026,读物博主,225,0,36
生成式AI,5271249422124381,【#律师解读AI魔改明星责任在谁#】#AI魔改明星1分钟报价数百元#对于王劲松形象“被AI”，中国政法大学知识产权中心特约研究员赵占领在接受@新京报 贝壳财经记者采访时表示，对于AI技术的提供者，如果该AI工具被专门用于制作虚假名人代言视频，且未尽到显著的标识义务或管理责任，也可能需要承担相应责 ...全文,,无,"https://f.video.weibocdn.com/o0/V0tHzkkflx08vHgKXRBC010412007ELu0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730034&ssig=GOpJdQQRRU&KID=unistore,video",,Sat Feb 28 10:54:20 +0800 2026,新京报官方微博,4,5,4
生成式AI,5271043159884811,霍华德·马克斯最新备忘录--AI 飞速前进 墙裂建议读三遍。今年以来，所有关于宏观的思考，但凡有不确定的地方，我都会先用AI跑一遍。和霍华德深有同感：AI进化到推理层次、生成式运用庞大的知识库解决当下的问题，从知识跨越到智慧。AI产生了真实的劳动力替代，这是26年的新变化。从这个视角，AI在 ...全文,,无,,,Fri Feb 27 21:14:43 +0800 2026,头像本人,41,30,1
生成式AI,5271236542469151,【#ChatGPT周活跃用户已超9亿##ChatGPT付费用户超5000万#】据CNET报道，人工智能公司 OpenAI报告称，其人工智能聊天机器人ChatGPT的周活跃用户已超过 9 亿，高于 9 月份的 7 亿。该公司还表示，目前拥有超过 5000 万付费订阅用户。 自2025年2月用户数达到4亿以来，ChatGPT的每周用户数已增长超过一 ...全文,,https://wx3.sinaimg.cn/orj360/693974d4gy1iaq29kcsxfj20zk0noq8w.jpg,,,Sat Feb 28 10:03:09 +0800 2026,福布斯中文网官方微博,3,3,3
生成式AI,5271227098990347,【美国国防部开发AI工具以对中国进行网络战】五角大楼正寻求开发人工智能驱动的网络工具，以识别中国的基础设施目标，以此提高美国在未来与北京的任何军事冲突中的能力。据几位知情人士透露，该部门正在与领先的人工智能公司洽谈合作事宜，以对中国的电网、公用设施和敏感网络以及其他对手的电网、公 ...全文,,https://wx2.sinaimg.cn/orj360/006iuXW1gy1iaq16kzdjkj30u01kmtgw.jpg,,,Sat Feb 28 09:25:38 +0800 2026,财经博主,4,1,1
生成式AI,5270976234261696,"经济学人的文章，对PDF的战争正在升温The war against PDFs is heating up这种文件格式能否在AI革命中存活？1993年，当Adobe推出可移植文档格式（PDF）时，高德纳咨询公司的一位顾问称其为""我这辈子听过的最蠢的主意""。用户不得不对着拨号网络，眼巴巴等待动辄兆字节大小的文件慢慢下载，再等着电 ...全文",,"https://wx4.sinaimg.cn/orj360/005RvuoQgy1iap7n4242zj31ac1intql.jpg,https://wx3.sinaimg.cn/orj360/005RvuoQgy1iap7n4jp2hj31ac17str6.jpg,https://wx1.sinaimg.cn/orj360/005RvuoQgy1iap7n4zpifj31ac1atnh7.jpg",,,Fri Feb 27 16:48:47 +0800 2026,2023年深圳宝安马拉松 马拉松运动员  海外新鲜事博主,68,29,3
生成式AI,5271120578086231,"人力资源职场#生活手记# AI带来""老登""的第二春当技术解构年轻优势，经验与判断力正在重新定价文｜商业周刊特约撰稿2025年初，某互联网大厂的一场内部调整引发了业界的广泛讨论。一位48岁的产品总监在被""优化""三个月后，以独立顾问的身份重新杀回市场，带着AI工具服务三家不同领 ...全文",,无,,,Sat Feb 28 02:22:21 +0800 2026,职场超话,2,0,2
医护人员,5272797138125002,#田栩宁栩光同行# txn#田栩宁# 夸一夸柠檬水🍋们！你们超级超级棒！！！汉堡王反馈—北京，广州站这一次，我们送出了619份@汉堡王中国 套餐，总金额超过86000元。为北京、广州、安徽六家医院的病童、陪护家属和医护人员送去了一份特别的心意。谢谢每一位捐赠的柠檬水🍋宝宝，是你们的善意汇 ...全文,,"https://wx3.sinaimg.cn/orj360/008xvKdmgy1iatpqycuqoj33402c0e82.jpg,https://wx1.sinaimg.cn/orj360/008xvKdmgy1iatpr4f05uj31bf0zkaj4.jpg,https://wx2.sinaimg.cn/orj360/008xvKdmgy1iatpvlf1lwj34eo3b0b2c.jpg,https://wx4.sinaimg.cn/orj360/008xvKdmgy1iatpr6hwrfj33k02o07wj.jpg,https://wx2.sinaimg.cn/orj360/008xvKdmgy1iatpqzy3ukj34eo3b07wk.jpg,https://wx3.sinaimg.cn/orj360/008xvKdmgy1iatpr3rrlaj33402c0npe.jpg,https://wx2.sinaimg.cn/orj360/008xvKdmgy1iatpr7id7jj33k02o01ky.jpg,https://wx2.sinaimg.cn/orj360/008xvKdmgy1iatpr4qi7wj31ba0zg0zb.jpg,https://wx4.sinaimg.cn/orj360/008xvKdmgy1iatprdsl7sj35383tgnpj.jpg",,,Wed Mar 04 17:24:23 +0800 2026,娱乐博主,1784,358,337
医护人员,5266170943115509,直接从下面拿出来一个孩子，医护人员都还没准备好 做疝气手术的曾博士的微博视频 ,,无,"https://f.video.weibocdn.com/o0/qx7WZhc1lx08vkH2sjRe010412004WmX0E010.mp4?label=mp4_hd&template=540x1168.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730078&ssig=da0YsQ8S9V&KID=unistore,video",,Sat Feb 14 10:34:16 +0800 2026,知名健康博主,1185,68,83
医护人员,5272025356569965,#医院被炸伊朗医护抢出保温箱内婴儿#不管国家之间有什么分歧冲突医院和医护人员都必须受到保护绝不能成为攻击目标破坏医疗设施，就是剥夺平民的生存权毁掉生命的最后防线这种行为必须受到国际社会强烈谴责！ ,,无,,,Mon Mar 02 14:17:37 +0800 2026,头像本人 江西理工大学应用科学学院,26,0,4
医护人员,5272003960376177,关于某两个习惯于贩卖患者隐私在网上换流量的医护人员，我表达过不止一次了这个态度我说过好多次了，谁都喜欢八卦，遇到不平事，遇到好笑的事，遇到振奋人心的事，八卦一下子很正常可是，把自己工作对象当成自己的流量来源，时时刻刻跟秃鹫一样盯着自己的患者，每天绞尽脑汁的把自己的患者当流量放 ...全文,,"https://wx1.sinaimg.cn/orj360/62082449ly1iasiaovwofj20z08014qq.jpg,https://wx2.sinaimg.cn/orj360/62082449ly1iasiapj6koj20z023k4ad.jpg,https://wx2.sinaimg.cn/orj360/62082449ly1iasiapv9t3j20z023kwoo.jpg",,,Mon Mar 02 12:52:36 +0800 2026,读物博主 头条文章作者,690,47,18
医护人员,5259345647376873,谁不想自己喜欢的人出现在自己身边呢，医护人员健康回来以后，她的心愿就是见到王一博，王一博就假装服务人员出现在她身边🥹 你总说我泪眼汪汪的微博视频 ,,无,"https://f.video.weibocdn.com/o0/oGcx9PIElx08uQEvhcqI010412009d8q0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730078&ssig=5NAB4iO4KK&KID=unistore,video",,Mon Jan 26 14:32:59 +0800 2026,超话粉丝大咖（ROSÉ超话）,5542,156,130
医护人员,5272048692889307,#医院被炸伊朗医护抢出保温箱内婴儿##一分钟视频创作季# 医院本是救死扶伤的生命净土，却在战火中沦为袭击目标，连最脆弱的新生儿都要直面危险。爆炸、断电、废墟遍地，医护人员不顾自身安危，冲进重症监护室抢出保温箱里的早产儿，拼尽全力守护这些刚来到世界的小生命，他们是黑暗里最勇敢的光。无 ...全文,,无,"https://f.video.weibocdn.com/u0/fKiXwJl9gx08vKyYWvnO01041200dEXU0E010.mp4?label=mp4_hd&template=540x956.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730078&ssig=nl%2BnxOUxnd&KID=unistore,video",,Mon Mar 02 15:50:21 +0800 2026,中级系统集成项目管理工程师,23,0,19
医护人员,5272734217274347,今天去我手术的医院，核磁总算能做上了不过依然排很多人。这会了，还在等待。趁机观察了下医护人员的饮食感觉他们吃的好就和啊有的就买俩麻团、馅饼的，拎回办公室吃 ,,无,,,Wed Mar 04 13:14:23 +0800 2026,中国国家地理杂志社编辑,27,0,11
医护人员,5273066462249822,#两会看检察##代表最关注#【胡小青代表：让老百姓知道被网暴了该怎么维权】#检小西播报# 全国人大代表、江西省妇幼保健院肿瘤科副主任胡小青表示，近几年，医疗领域网络暴力不时发生，破坏医疗秩序、伤害医务人员。一桩桩悲剧，也为医疗领域网络暴力治理敲响警钟。她希望，检察机关继续加大对网络暴力 ...全文,,https://wx3.sinaimg.cn/orj360/005YYxUsly1iavwfi4aopj30gb0lrq46.jpg,,,Thu Mar 05 11:14:36 +0800 2026,山东省莱西市人民检察院官方微博,88,25,50
医护人员,5273171091527915,#建议医务人员薪酬不得与创收挂钩#确实医护不应该是生意，要回归本质，这个提议挺好的，希望贯彻一下，然后梳理一下收入结构。看好病，健康才是关键不应该是什么贵用什么，而是需要站在康复角度考量。 ,,无,,,Thu Mar 05 18:10:22 +0800 2026,数码测评师  汽车测评师 旅行摄影师 数码博主 微博原创视频博主 头条文章作者,40,17,22
医护人员,5273252206217742,【伊朗：尚未选出新任最高领袖，我们也没有向美国人传达任何信息】据媒体5日报道，伊朗副外长拉万奇表示，伊朗尚未选出新任最高领袖。拉万奇在接受采访时说：“在伊朗最高领袖哈梅内伊遇袭身亡后，伊朗已成立一个由三人组成的新机构，他们三人将负责国家事务，直至选出新任最高领袖。选举将遵循伊朗宪 ...全文,,https://wx2.sinaimg.cn/orj360/7e144d0egy1iawhrgmt01j20u00u0djf.jpg,,,Thu Mar 05 23:32:41 +0800 2026,南昌晚报洪观新闻官方微博,3,0,1
医护人员,5273188063252468,#建议医务人员薪酬不得与创收挂钩##医务人员KPI易导致过度医疗#公共财政资金对于医院的支持聊胜于无，医护人员的薪酬，全部从医院业务收入中得来。如果不能挂钩，医院的钱从何而来？医护人员的钱从何而来？要解决这个问题很好办，医生护士全部为公务员待遇，由财政来托底支付医护人员的薪酬。可是这 ...全文,,https://wx1.sinaimg.cn/orj360/002E1Q6Wgy1iawadu7cpmj610o1vadss02.jpg,,,Thu Mar 05 19:17:48 +0800 2026,前 浙江援疆外科副主任医师   长文原创作者 健康博主 微博原创视频博主,179,8,50
医护人员,5273224961065928,刚发现 被羊驼攻击完怎么还亲自送到门口啊亮亮！ ,,"https://wx3.sinaimg.cn/orj360/006Ze3UXgy1iawem2h6rej30wo0jsdi0.jpg,https://wx1.sinaimg.cn/orj360/006Ze3UXgy1iawem2pli4j30wo0kign7.jpg",,,Thu Mar 05 21:44:25 +0800 2026,娱乐博主,51,2,13
医护人员,5273122689257859,我听一个同行群吐槽，他们医院还有连坐制度。比如出现了患者投诉，当事医生扣500，科室其他医生、护士加起来扣1000，科主任再扣500，副主任扣300，护士长扣200。我也很纳闷，为什么连坐制度不上升到医务科或者院领导？那他们就没有领导责任吗？他们就没有管理责任吗？院长不是医院的法人代表吗？ ...全文,,无,,,Thu Mar 05 14:58:02 +0800 2026,2025微博新锐新知博主 健康博主,197,11,45
医护人员,5273232661026727,【老人骑车被卷搅拌车下，消防员归队时途经事发路段，迅速展开救援】近日，云南昭通，一名老人骑车被卷搅拌车下，外出执行任务的消防员归队途中路遇事故，迅速停车救援。 都市条形码的微博视频 ,,无,"https://f.video.weibocdn.com/u0/tommAM8cgx08vPEZL96U01041200aHbc0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730090&ssig=GecupT7nzO&KID=unistore,video",,Thu Mar 05 22:15:01 +0800 2026,云南广播电视台都市频道官方微博,0,0,1
医护人员,5273232153516893,#郭艾伦受伤倒地仰面痛哭#郭艾伦在一次上篮中受伤，捂着自己的左膝，随后被医护人员用担架推出球场，希望郭艾伦无大碍，第二阶段即将开打，希望郭艾伦早日康复#郭艾伦未实现的篮球梦##郭艾伦受伤##一分钟视频创作季# 丸纸糕手的微博视频 ,,无,"https://f.video.weibocdn.com/o0/LgvDdfLllx08vPLZFLyU01041200Ffzy0E010.mp4?label=mp4_hd&template=640x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730059&ssig=NkoQFFo1h7&KID=unistore,video",,Thu Mar 05 22:13:00 +0800 2026,游戏博主 微博剪辑视频博主,14,7,8
医护人员,5273228786011765,近期全国政协委员熊水龙指出当前我国居民身份证上包含公民详细住址，若信息泄露可能被不法分子利用，威胁人身安全，由此引发了社会对于身份证是否还需印住址的讨论。是否有必要在身份证上印住址，利弊兼具。对于政府部门开展行政管理、公共服务工作，住址信息能辅助精准管理和服务，比如社区通知、人 ...全文,,无,"https://f.video.weibocdn.com/o0/Hvaum0filx08vPL1eWHS010412002eoq0E010.mp4?label=mp4_hd&template=540x776.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730090&ssig=rvyF00wDNn&KID=unistore,video",,Thu Mar 05 21:59:37 +0800 2026,体育博主,46,0,20
医护人员,5273227805066741,#郭艾伦受伤#比赛第三节，郭艾伦持球突破对抗后左膝受伤倒地，当即捂住膝盖表情极度痛苦，无法自行站立。现场视频显示其膝盖在发力时遭遇外力碰撞，导致关节异常弯曲。医护人员用担架将其抬离球场，离场时他情绪崩溃仰面痛哭，球迷高喊“艾伦加油”以示支持。多位篮球领域大V账号推测伤情集中在左膝 ...全文,,无,,,Thu Mar 05 21:55:43 +0800 2026,超话小主持人（绝望姐妹花_爱吐槽版超话）,11,0,11
医护人员,5273226080158388,王源#王源实体专辑在星穹下狂奔##源基金# 王源作为创始人不仅出资，更亲身参与探访。他在医院与患儿相处的细节被医护人员提及，这份真诚比单纯捐款更触动人心。@TFBOYS–王源源公益专项基金的微博视频 ,,无,"https://f.video.weibocdn.com/003DMiwblx07y70KRVOE01041200GllP0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730090&ssig=MlHt7po8IN&KID=unistore,video",,Thu Mar 05 21:48:51 +0800 2026,王源超话,0,0,1
医护人员,5273123054160839,#天津东丽区##学雷锋##雷锋##志愿者服务活动# 【学雷锋践初心 我区举办多样志愿服务活动】近日，天津东丽区各单位、街道社区开展形式多样的学雷锋纪念活动，传承雷锋精神，营造互助友爱、文明和谐的氛围。张贵庄街道詹滨西里社区联合公安东丽分局、东丽中医医院，开展“警医同行 守护平安健康”主题 ...全文,,"https://wx4.sinaimg.cn/orj360/96f7cdb9ly1iaw2w14t25j20n30hbh0a.jpg,https://wx3.sinaimg.cn/orj360/96f7cdb9ly1iaw2w0txipj20n30cz47s.jpg,https://wx1.sinaimg.cn/orj360/96f7cdb9ly1iaw2w0uzmvj20n30cz7dv.jpg,https://wx4.sinaimg.cn/orj360/96f7cdb9ly1iaw2w12v6bj20n40fc7gk.jpg,https://wx4.sinaimg.cn/orj360/96f7cdb9ly1iaw2w13rx4j20n30f6am3.jpg,https://wx2.sinaimg.cn/orj360/96f7cdb9ly1iaw2w1nefsj20n30hbh1i.jpg,https://wx4.sinaimg.cn/orj360/96f7cdb9ly1iaw2w1ccs3j20mu0h51a6.jpg,https://wx3.sinaimg.cn/orj360/96f7cdb9ly1iaw2w0g933j20bi08njuo.jpg,https://wx1.sinaimg.cn/orj360/96f7cdb9ly1iaw2w0hd4gj20bi08nq6r.jpg",,,Thu Mar 05 14:59:29 +0800 2026,天津市东丽区融媒体中心官方微博,26,0,20
医护人员,5273223295929209,#郭艾伦受伤#郭艾伦在今日（2026年3月5日）CBA常规赛广州龙狮对阵山东男篮的比赛中左膝受伤，痛苦倒地后被担架抬离球场，具体伤情尚待进一步确认。一、最新伤情动态受伤场景与紧急处理郭艾伦在比赛第四节突破上篮时左膝受力扭伤，当场痛苦倒地无法起身，医护人员用担架将其抬离球场。慢镜头显示其 ...全文,,无,,,Thu Mar 05 21:37:48 +0800 2026,娱乐博主 超话粉丝钻咖（陈楚生超话）,57,3,36
医护人员,5273221968432606,疼痛难免 This Is Going to Hurt (2022) 跟匹兹堡一样，感觉前线医护人员强度和压力真心巨大，可惜咱国内拍不出这种医疗剧。#2026追剧记录# 015 ,,"https://wx3.sinaimg.cn/orj360/548a9817ly1iawe85pn57j20u0194tk8.jpg,https://wx1.sinaimg.cn/orj360/548a9817ly1iawe85ok2qj21hc0u0n4g.jpg",,,Thu Mar 05 21:32:32 +0800 2026,微博网页版,0,0,1
医护人员,5273123940992575,#2026上铁春运进行时# #春运暖心故事# 近日，C3258次列车停靠镇江站7号站台，客运员马益群在立岗接车时，发现一名女性旅客身体不适、蹲在站台，立即上前询问并上报。客运值班员王琦、汤鹏迅速联动驻站公安赶赴现场处置。旅客腹痛剧烈、脸色苍白，恰逢车站正在开展“3.5学雷锋纪念日暨3·3爱耳日”义诊活 ...全文,,"https://wx3.sinaimg.cn/orj360/726c1f87gy1iaw0yfjzxmj21hc0zkgy4.jpg,https://wx1.sinaimg.cn/orj360/726c1f87gy1iaw0yfjkdbj21bz0zjdrn.jpg",,,Thu Mar 05 15:03:00 +0800 2026,中国铁路上海局集团有限公司官方微博,12,17,4
医护人员,5273217279462703,#龙狮男篮vs山东男篮# 我去，我刚打开直播，郭艾伦怎么了？？？ ,,"https://wx2.sinaimg.cn/orj360/008qJHgGly1iawdqt173jj31g20thn23.jpg,https://wx1.sinaimg.cn/orj360/008qJHgGly1iawdqt2083j31d30txq9a.jpg,https://wx1.sinaimg.cn/orj360/008qJHgGly1iawdqsx17zj31ai0s7jto.jpg",,,Thu Mar 05 21:13:54 +0800 2026,体育媒体人,21,0,7
医护人员,5273151680546974,分享视频 玥趴的微博视频 ,,无,"https://f.video.weibocdn.com/u0/rowqb96qgx08vPpYSH4A01041200baRb0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730102&ssig=u%2FbifFaqJG&KID=unistore,video",,Thu Mar 05 16:53:14 +0800 2026,微博原创视频博主,30,5,5
医护人员,5273060242360411,前文指路网页链接合集指路网页链接从此就维持着这种关系。每次发情期前郑在玹都会住到这里。渐渐的不是发情期也会住在这里。理由是需要专业人员和安保人员陪同待产Omega。金道英瞥人一眼，说，你才是最大的威胁，郑、医、生。于是郑医生入住失败。不过有了信息素安 ...全文,,无,,,Thu Mar 05 10:49:53 +0800 2026,音乐博主 微博剪辑视频博主,48,1,4
医护人员,5273155384907060,王天辰郭晓婷你俩真的是缘分来了挡都挡不住啊，期待再搭档！#姐姐姐夫让工作人员又相信爱情了##王天辰在郭晓婷面前演花楹##一分钟视频创作季# cr：见水印 露池lucky的微博视频 ,,无,"https://f.video.weibocdn.com/o0/PEAqWAYElx08vPqZ5rtK01041200AkAR0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730110&ssig=EryfV0MuYq&KID=unistore,video",,Thu Mar 05 17:07:57 +0800 2026,时尚博主,20,0,1
医护人员,5273202796267303,#建议医务人员薪酬不得与创收挂钩#大多数医院一直都没有挂钩，只有少数才是，医生的主要任务是救人治病，不是创造业绩的。只不过还有一个收支问题，医护的工资也要保证到位才行。 ,,无,,,Thu Mar 05 20:16:21 +0800 2026,数码博主,141,26,104
医护人员,5273153636402238,[这就是以色列人的韧性]空袭警报响起间隙  医生为80岁老人恢复视力在警报声不断响起，医护人员和病人纷纷寻找掩体之际，以色列拉姆巴姆医疗中心的医生们仍坚持进行期待已久的角膜移植手术，不辜负捐赠者的恩情，在枪林弹雨中完成了这项精细的手术。接受手术的是一位80多岁老人，他等待合适的角膜 ...全文,,https://wx1.sinaimg.cn/orj360/005QRfAsly1iavxjxdplsj30sg0nb16n.jpg,,,Thu Mar 05 17:01:00 +0800 2026,以色列驻成都总领事馆官方微博,373,4,57
医护人员,5273197764674107,#建议医务人员薪酬不得与创收挂钩# 有人去医院做尖税湿疣手术，医生没做干净，过一段时间复发了，又去医院做一次手术，医生又没做干净，过一段时间又复发了。医生说尖税湿疣就是这个特点，做不干净。你也不知道是真做不干净还是假做不干净。有创收指标，就可能留操作空间，也就自然有医患间的猜忌。 ,,无,,,Thu Mar 05 19:56:21 +0800 2026,经济师 公益博主 头条文章作者,8,0,17
医护人员,5273072814790348,#建议禁止性侵未成年罪犯进入幼儿园#严惩特殊职责人员犯罪针对教师、监护人、医护人员等具有特殊职责的人员利用职权实施性侵的行为，建议将其作为法定加重情节予以从重处罚。例如，若利用职务便利奸淫幼女，应依法顶格量刑。建立出狱后动态监管体系对性侵未成年人的犯罪分子，在刑罚执行完毕或假释 ...全文,,无,"https://f.video.weibocdn.com/o0/5VwKiLoilx08vP4tvCes01041200qpNP0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730110&ssig=quluHoB1ys&KID=unistore,video",,Thu Mar 05 11:39:51 +0800 2026,情感博主 超话小主持人（雅一点好超话）,91,0,5
医护人员,5273072814790348,#建议禁止性侵未成年罪犯进入幼儿园#严惩特殊职责人员犯罪针对教师、监护人、医护人员等具有特殊职责的人员利用职权实施性侵的行为，建议将其作为法定加重情节予以从重处罚。例如，若利用职务便利奸淫幼女，应依法顶格量刑。建立出狱后动态监管体系对性侵未成年人的犯罪分子，在刑罚执行完毕或假释 ...全文,,无,"https://f.video.weibocdn.com/o0/5VwKiLoilx08vP4tvCes01041200qpNP0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730112&ssig=26bi4GSl2%2B&KID=unistore,video",,Thu Mar 05 11:39:51 +0800 2026,情感博主 超话小主持人（雅一点好超话）,91,0,5
医护人员,5273183416747081,意大利。上千人参加了因心脏移植手术失败而去世的两岁男童多梅尼科的葬礼，意大利总理也出席了。事件：梅尼科去年12月底在拿坡里莫纳尔迪医院（Monaldi Hospital）接受移植手术，该颗心脏由北部波札诺（Bolzano）运往南部拿坡里，行程长达约800公里。可惜，在长达八小时的运输过程中，医护人员用了 ...全文,,"https://wx4.sinaimg.cn/orj360/e0398e31gy1iaw9t6j9o2j20u011i7gc.jpg,https://wx4.sinaimg.cn/orj360/e0398e31gy1iaw9t73vroj20u011ik4b.jpg,https://wx1.sinaimg.cn/orj360/e0398e31gy1iaw9t75y8zj20u011ik1n.jpg,https://wx3.sinaimg.cn/orj360/e0398e31gy1iaw9t77rz8j20u011i4dh.jpg,https://wx4.sinaimg.cn/orj360/e0398e31gy1iaw9t7a0z6j20u011iaqa.jpg",,,Thu Mar 05 18:59:20 +0800 2026,知名本地博主 海外资讯博主（德国） 微博原创视频博主,3,1,1
