关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
人工智能,5273220716696482,#比亚迪闪充零下30度12分钟充饱#国产车一步步走向世界之巅是我们更愿意看到的，让中国品牌在国际市场中立于不败之地，是未来需要考虑的事情。如今我们有了电池技术、人工智能走在世界前列的加持，让国人更加拥有信心和底气！ ,,无,,,Thu Mar 05 21:27:33 +0800 2026,OPPO K11 旗舰影像,0,0,0
人工智能,5273086486384928,查了一下世乒赛团体年的规则 然后Deepseek预测了世团赛的排阵逻辑... “不是替补，是要你回来兜底”P1写“官方称两人并列最强不分主次”那请问P2的“弱队王X一单”“强队樊振东一单”是不是前后矛盾？不分尼玛的主次 那你分锤子的弱强队啊？？？二单就二单 还什么“相当于隐形一单” ...全文,,"https://wx4.sinaimg.cn/orj360/6a87fa37gy1iavyjasupzj20xi14v7c5.jpg,https://wx2.sinaimg.cn/orj360/6a87fa37gy1iavyjbjrsfj20xi15a46c.jpg,https://wx1.sinaimg.cn/orj360/6a87fa37gy1iavyjbzbfrj20xi0up79x.jpg",,,Thu Mar 05 12:34:10 +0800 2026,iPhone 17 Pro,21,0,7
人工智能,5273220177468574,#2026全国两会#【干货满满！披露新机遇！《政府工作报告》起草组答直新闻：三年连续部署“人工智能+”首提“智能经济新形态 ”】3月5日上午，国新办举行政府工作报告吹风会。深圳卫视直新闻记者朱孟姝就 “人工智能 +” 连续 3 年部署提问。起草组成员陈昌盛回应：AI 正从屏幕走向现实、从聊天转向办事 ...全文,,无,"https://f.video.weibocdn.com/u0/fd9eU3eLgx08vPIGQg4g01041200Nb7f0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728997&ssig=2PkP7Z4lkP&KID=unistore,video",,Thu Mar 05 21:25:25 +0800 2026,直新闻官方微博,2,0,0
人工智能,5273219699573567,【智汇交通 创赢未来 2026年河南交通运输科技创新大会召开】春回中原，万象更新。3月5日，2026年河南省交通运输科技创新大会在郑州召开。大会以“人工智能+交通运输”创新应用为主题，汇聚政、产、学、研各界代表，全面回顾“十四五”交通运输科技创新成果，共同擘画“十五五”交通运输科技发展新篇章 ...全文,,无,,,Thu Mar 05 21:23:30 +0800 2026,河南广播电视台交通广播官方微博,0,0,0
人工智能,5273218801997043,#话两会#【崔岩：#建议各行各业都要积极拥抱AI#】全国人大代表，四维时代科技创始人、五邑大学中德人工智能研究院院长崔岩在#全国两会#期间接受@中国经济周刊 记者采访时表示，AI产生之后，每个人，特别是在校的学生、大学生，一定要拥抱这个生产力工具，不要抵触它，而是利用好它。  ...全文,,无,"https://f.video.weibocdn.com/o0/rMXu8z33lx08vPIjwN3a010412003nJc0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728997&ssig=WRya0OmIi4&KID=unistore,video",,Thu Mar 05 21:19:57 +0800 2026,《中国经济周刊》官方微博,0,0,0
人工智能,5273215795464334,【博通CEO预计明年公司人工智能芯片销售额将超过1000亿美元】博通首席执行官Hock Tan表示，预计公司人工智能芯片销售额明年将超过1000亿美元，将标志着该公司在英伟达主导的领域取得重大进展。“我们有信心”在2027年实现这一里程碑，”他在与分析师的电话会议上表示。“我们也已经确保了实现这一目标 ...全文,,无,,,Thu Mar 05 21:08:00 +0800 2026,i商周官方微博,1,0,0
人工智能,5273215697944677,【前行2026·代表丨全国#人大代表杨涛称将助力湖南抢滩人工智能#】#人大代表杨涛称将助力湖南抢滩人工智能+#3月5日，全国人大代表汤涛接受@潇湘晨报 记者采访时表示，将助力湖南抢滩“人工智能+”，企业提供场地、算力、技术支持年轻人创业。#2026脉动前行# 北京 潇湘晨报的微博视频  ,,无,"https://f.video.weibocdn.com/o0/MePsE01olx08vPFWptHO010412006Cji0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728997&ssig=SJxHKx5Xkc&KID=unistore,video",,Thu Mar 05 21:07:36 +0800 2026,《潇湘晨报》官方微博,4,2,1
人工智能,5273215041276822,【“2026世界人工智能大会青年优秀论文奖”参评论文申报启动，4月26日截止】第九届世界人工智能大会今年7月将在上海举办。@上海科协 介绍，现将推荐“2026世界人工智能大会青年优秀论文奖”参评论文有关事宜通知如下↓#建设人民城市共筑美好生活#请点击→网页链接 查看附件。 ,,https://wx1.sinaimg.cn/orj360/002LTpVogy1iawcsld9bpj60xw7iau0y02.jpg,,,Thu Mar 05 21:05:00 +0800 2026,上海市政府新闻办公室官方微博,4,1,0
人工智能,5273214537436107,#两会看政法#【全国人大代表：加强人工智能法治化建设】“人工智能正以前所未有的深度和广度，重塑经济社会发展格局。”全国人大代表、贵州省律师协会监事长朱山建议，加快顶层立法与关键领域规则供给，构建敏捷响应、风险分级的制度框架，以及创新适应技术特性的归责原则与司法机制，破解权责认定难题 ...全文,,https://wx1.sinaimg.cn/orj360/00688ubUly1iaw542dr6sj60la0k57am02.jpg,,,Thu Mar 05 21:03:00 +0800 2026,中央政法委新闻网站官方微博,5,3,2
人工智能,5273213879190097,#两会#【两会热词｜具身智能　未来可期】3月5日，十四届全国人大四次会议在人民大会堂开幕，国务院总理李强向大会作政府工作报告提出，要培育发展具身智能等未来产业。 “十五五”规划建议亦提出，要前瞻布局未来产业，推动具身智能等成为新的经济增长点。什么是「具身智能」？具身智能与传统人工智能 ...全文,,https://wx1.sinaimg.cn/orj360/007YL8vOgy1iaw8c3xiqlj31hc0tzjve.jpg,,,Thu Mar 05 21:00:23 +0800 2026,點新聞官方微博,0,0,0
人工智能,5273213782723523,#五角大楼就AI军用与科企激烈交锋#【美媒：五角大楼与Anthropic公司为何分道扬镳？】美国《华尔街日报》网站3月2日发表一篇报道，题为《“气场不合”导致五角大楼与Anthropic公司分道扬镳》，内容编译如下：在与美国国防部长皮特·赫格塞思进行首次面对面会谈时，Anthropic公司首席执行官(CEO)达里奥· ...全文,,https://wx1.sinaimg.cn/orj360/002AJCr1ly1iawcgj6h6gj60xc0m8n2g02.jpg,,,Thu Mar 05 21:00:00 +0800 2026,参考消息报社官方微博,2,2,0
人工智能,5273213782199838,Google与阿根廷足球协会正式宣布达成战略合作，标志着Google正式出任阿根廷国家足球队的全球首席赞助商！作为此次合作的核心，Google旗下的AI助手Gemini将深度参与其中。其品牌标识将独家呈现在阿根廷国家队官方训练装备上，彰显科技与体育的跨界融合。这场强强联手将“世界冠军”与“全球科技领军 ...全文,,"https://wx2.sinaimg.cn/orj360/007n0Llegy1iawcll2ro4j30u00u0781.jpg,https://wx2.sinaimg.cn/orj360/007n0Llegy1iawcnpxgo4j30u00u077h.jpg,https://wx4.sinaimg.cn/orj360/007n0Llegy1iawcll2q2jj30u00u00w6.jpg,https://wx1.sinaimg.cn/orj360/007n0Llegy1iawclj0b11j30u00u0n16.jpg,https://wx2.sinaimg.cn/orj360/007n0Llegy1iawcll29e3j30u00u0q5r.jpg,https://wx1.sinaimg.cn/orj360/007n0Llegy1iawcljhwl8j30u00u0414.jpg",,,Thu Mar 05 21:00:00 +0800 2026,阿根廷国家足球队、阿根廷足协官方微博,62,8,6
人工智能,5273213622029284,【#商丘日报社AIGC融媒体实验室正式揭牌# 】惊蛰至，万物春。3月5日，商丘日报社AIGC融媒体实验室揭牌暨“惊蛰”融媒培训计划启动仪式举行。AIGC融媒体实验室正式成立，这是商丘日报社主动拥抱人工智能、加快融媒数字化转型的重要举措，标志着商丘日报社在智能化、数字化、融合化发展道路上迈出了坚实 ...全文,,"https://wx4.sinaimg.cn/orj360/79fc4611ly1iawdb0guflj218g0tnx4e.jpg,https://wx1.sinaimg.cn/orj360/79fc4611ly1iawdbrqtijj218g0ti1kx.jpg",,,Thu Mar 05 20:59:22 +0800 2026,商丘日报社商丘日报官方微博,1,0,0
人工智能,5273213527658252,官宣！欢迎Google Gemini成为阿根廷国家队全球主要赞助商！世界冠军与全球科技创新领导者强强联手，体育与AI将迎来里程碑式融合！ 阿根廷国家足球队的微博视频 ,,无,"https://f.video.weibocdn.com/o0/GMhBmErGlx08vPGRbvAA010412005exz0E010.mp4?label=mp4_hd&template=480x848.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728997&ssig=alJa2VFm%2Bn&KID=unistore,video",,Thu Mar 05 20:58:59 +0800 2026,阿根廷国家足球队、阿根廷足协官方微博,48,3,2
人工智能,5273178721225203,它取名自北欧神话的女神，生来就是为了重新定义空战。XQ-58A“女武神” 采用罕见的V形尾翼和背部进气道，像幽灵般让雷达无处寻觅。其近4000公里的航程堪比客机，却仅需300万美元的“可消耗”成本。作为F-35的“忠诚僚机”，它能替有人战机“挡子弹”并深入敌后执行自杀式突袭。#超话创作官# ...全文,,无,"https://f.video.weibocdn.com/o0/rDswXtrWlx08vPxlXlaU01041200oFey0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728997&ssig=ntWs7lt%2FYo&KID=unistore,video",,Thu Mar 05 18:40:41 +0800 2026,退役军人 军事博主 超话主持人（空天砺剑超话） 微博剪辑视频博主,21,1,2
人工智能,5273210010734386,#管住AI变脸给技术野马系紧法治缰绳#【两会热评丨管住AI“变声易容术”，给技术野马系紧法治缰绳】#平台AI换脸功能需标注法律风险提示#据中国经济网报道，人工智能技术迅速发展，随之而来是AI换脸技术滥用问题也日益突出，此前有多位名人肖像频遭盗用，成为主要受害群体。利用AI假冒名人来带货等的现象 ...全文,,https://wx4.sinaimg.cn/orj360/001y6PXDgy1iawcbz3qdej61hc0u0wnn02.jpg,,,Thu Mar 05 20:45:01 +0800 2026,上游新闻客户端官方微博,170,19,14
人工智能,5273170664754019,打造集成电路、航空航天、生物医药、低空经济等新兴支柱产业。培育发展未来能源、量子科技、具身智能、脑机接口、6G等未来产业。深化拓展“人工智能＋”。 ,,无,,,Thu Mar 05 18:08:40 +0800 2026,财经知识分享官  财经观察官 财经博主,29,0,2
人工智能,5273123353789469,每年，诈骗分子从个人和企业手中窃取数十亿美元。随着这些非法利润的增长，实施诈骗的许多有组织犯罪集团的力量也在增强。#联合国毒品和犯罪问题办公室#与国际刑警组织即将于3月16号至17号在维也纳联合举办全球诈骗问题峰会，旨在推动各国的反欺诈政治意愿，深化执法领域国际合作，构建全球联合应对欺 ...全文,,"https://wx2.sinaimg.cn/orj360/001RFrR3gy1iavnsf6idpj60wi0eqdk102.jpg,https://wx1.sinaimg.cn/orj360/001RFrR3gy1iavnsf97iaj60wi0eqju902.jpg,https://wx3.sinaimg.cn/orj360/001RFrR3gy1iavnsf1i96j60wi0eqjuq02.jpg",,,Thu Mar 05 15:00:40 +0800 2026,联合国官方微博,17,3,2
人工智能,5273208817193022,2025年初，当中国初创公司DeepSeek开发出与现有聊天机器人一样优秀但成本仅为其一小部分的聊天机器人，并且由于美国实施的禁令而使用性能较低的芯片的消息震惊了各大人工智能公司和投资者时，就预示着这种可能性。这些问题涉及在利润体系框架下人工智能可能被视为的“失败”。即，任何无法产生足够收 ...全文,,无,,,Thu Mar 05 20:40:16 +0800 2026,微博网页版,1,0,2
人工智能,5273208732254281,据英国《金融时报》报道，仅在本月，全球最大的两家软件公司——Salesforce和ServiceNow的市值就缩水了五分之一。由于软件市场一直是私募信贷公司的目标，因此这会产生重大的财务影响。据估计，在过去十年中，由私募股权基金资助的对软件公司的收购约占其数万亿美元交易活动的40%。全球投资银行瑞 ...全文,,无,,,Thu Mar 05 20:39:55 +0800 2026,微博网页版,0,0,0
人工智能,5273208664359460,卡尔·马克思并未预见人工智能的具体发展。但他确实指出了促成其发展的客观逻辑。他在《资本论》的“草稿”《大纲》中指出，资本“把科学和自然的一切力量都动员起来”，从而为人类的发展奠定了基础。但与此同时，它也将这些发展限制在基于剥削雇佣劳动和利润的社会制度框架内。“生产力与生产关系— ...全文,,无,,,Thu Mar 05 20:39:39 +0800 2026,微博网页版,0,0,0
人工智能,5273208136665129,各大公司在AI上的投资对比。大部分用于人工智能数据中心、芯片和基础设施，其中很大一部分资金直接流向了英伟达。只有Apple特立独行……感觉是把买到的芯片都拿去做mac了，再卖给大家来装小龙虾。 ,,https://wx1.sinaimg.cn/orj360/82c654dfly1iawcj27wbgj20m80ifdhz.jpg,,,Thu Mar 05 20:37:34 +0800 2026,科技博主,11,3,1
人工智能,5273208664359460,卡尔·马克思并未预见人工智能的具体发展。但他确实指出了促成其发展的客观逻辑。他在《资本论》的“草稿”《大纲》中指出，资本“把科学和自然的一切力量都动员起来”，从而为人类的发展奠定了基础。但与此同时，它也将这些发展限制在基于剥削雇佣劳动和利润的社会制度框架内。“生产力与生产关系— ...全文,,无,,,Thu Mar 05 20:39:39 +0800 2026,微博网页版,0,0,0
人工智能,5273208136665129,各大公司在AI上的投资对比。大部分用于人工智能数据中心、芯片和基础设施，其中很大一部分资金直接流向了英伟达。只有Apple特立独行……感觉是把买到的芯片都拿去做mac了，再卖给大家来装小龙虾。 ,,https://wx1.sinaimg.cn/orj360/82c654dfly1iawcj27wbgj20m80ifdhz.jpg,,,Thu Mar 05 20:37:34 +0800 2026,科技博主,11,3,1
人工智能,5273207964699506,今天看了那个shit网站，我是专门冲着猎奇去看的，就想看看这个学术垃圾到底有多垃圾。乍一看确实挺颠的，但是细看好像又确实是这个道理。篇篇都是神来之笔，果然ai还是无法替代人类的笔迹，我个人也是一个Ai好爱者，我在deepseek还没有公开开源的时候，就已经在接触音频ai模型，之后又开始尝试市面上 ...全文,,无,,,Thu Mar 05 20:36:53 +0800 2026,娱乐博主 超话创作官（驰适超话） 微博剪辑视频博主,1,2,10
人工智能,5273207868495240,【#霍启刚称香港电影需要AI赋能#】3月5日，全国人大代表、香港特区立法会议员霍启刚在两会现场表示，香港电影产业历史悠久，也有人才，他非常关注怎么利用“人工智能+”概念赋能电影产业。希望香港电影业能更好地把国家的故事讲出去。#话两会# @中国经济周刊 #十四届全国人大四次会议开幕# 中国经济周刊的微博视频  ,,无,"https://f.video.weibocdn.com/o0/IJM4ijbAlx08vPFkNop201041200fCg20E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729005&ssig=Vv54YHeVpc&KID=unistore,video",,Thu Mar 05 20:36:30 +0800 2026,《中国经济周刊》官方微博,0,0,0
人工智能,5273207742665180,【攻击中国AI模型的Anthropic，为何特朗普要禁用】心智观察所：美国总统特朗普公开指示所有联邦机构立即停止使用美国人工智能公司Anthropic开发的AI技术，并允许包括国防部门在内的机构有六个月的逐步退出期，这一极为罕见的举措引发了全球关注。心智观察所：攻击中国AI模型的Anthropic，为何特朗普要禁用 ,,"https://wx3.sinaimg.cn/orj360/0076qYpPgy1iav7wu9alhj30y086ub2a.jpg,https://wx4.sinaimg.cn/orj360/0076qYpPgy1iav7wu5qu5j30y079c1ky.jpg",,,Thu Mar 05 20:36:00 +0800 2026,观察者网社区官方微博,1,0,2
人工智能,5273205804899905,特斯拉放消息，人形机器人板块迎来大利好，明天风该吹到这里了吧！马斯克在社交媒体平台 X 上的帖子中表示：“特斯拉将成为研发通用人工智能的公司之一，并且很可能是首个打造出人形通用人工智能的企业。值得注意的是，马斯克在特斯拉第四季度财报会议上已经宣布将逐步停产加州弗里蒙特工厂的 Mode ...全文,,https://wx1.sinaimg.cn/orj360/006R726Hgy1iawcfmyemgj30rd1mhk41.jpg,,,Thu Mar 05 20:28:18 +0800 2026,投资内容创作者  财经观察官 体育博主,21,0,8
人工智能,5273186315010870,【#外媒锐评MWC中国AI表现#】2026年世界移动通信大会（MWC）上，全球科技界的目光发生了显著偏移。今年的巴塞罗那成为中国人工智能应用的展示主场。尤其是小米带来的“人车家全生态”AI技术成果，引发了外媒的密集报道与高度评价。“中国AI正在凭借落地的应用场景领跑下半场，而小米正是这一趋势的典型 ...全文,,"https://wx3.sinaimg.cn/orj360/0029D7FZly1iawa6sgvomj60b606u76102.jpg,https://wx1.sinaimg.cn/orj360/0029D7FZly1iawa6uw5kjj60cz0i877v02.jpg,https://wx3.sinaimg.cn/orj360/0029D7FZly1iawa6x7nkfj60j60vswp502.jpg",,,Thu Mar 05 19:10:51 +0800 2026,《环球时报》社有限公司官方微博,15,3,3
人工智能,5273165555042536,【重复填的不算，不认真填的也不会发放，辛苦费也没多少钱没必要】这样来替我自己的毕业论文问卷宣传一下！认真填写的每份都有辛苦💰，大家记得看完指导语来填呀互关宝宝们能不能帮主播转转助力这个咕咕早日毕业，转发区收到300份后请ai师傅抽一杯奶茶🧋（但要帮我填问卷）一键助力主播毕业！ ,,https://wx1.sinaimg.cn/orj360/970379b5gy1iaw7t7vzogj20hs0to0xb.jpg,,,Thu Mar 05 17:48:22 +0800 2026,超话粉丝大咖（潘珏辰超话）,15,55,22
人工智能,5273203636179512,【AI芯片指引超预期 杰富瑞看好博通迈向2000亿美元营收大关】杰富瑞分析师写道，博通强劲的人工智能增长指引表明，AI市场将继续繁荣。分析师表示：“这场狂欢还远未结束。”这家为包括OpenAI和Anthropic在内的人工智能公司提供云计算能力的供应商在周三收盘后公布了财报。分析师认为，该公司2027年AI芯 ...全文,,无,,,Thu Mar 05 20:19:41 +0800 2026,微博网页版,0,0,0
人工智能,5273109637894132,#未来真正的竞争力将转向语言型人才#在人工智能飞速迭代、标准化脑力劳动被快速替代的今天，这一论断并非空穴来风，而是对时代趋势的精准预判。当机器可以高效运算、精准翻译、批量输出内容，人类的核心竞争力不再是逻辑速度与数据处理能力，而是扎根于人性、文化与共情的语言能力。未来的竞争格局， ...全文,,无,,,Thu Mar 05 14:06:10 +0800 2026,读物博主,62,2,51
人工智能,5273203015422463,选一块上好的玻璃，用激光在里面刻满划痕，然后再埋进土里。恭喜你，你将文明的火种成功传了下去。它，就是玻璃存储。所以人类未来最先进的数据中心里，可能只有一堆玻璃片。当然，阿汤哥把它反过来用了，在电影《碟中谍：最终清算》里，困住邪恶人工智能Entity的，正是一块玻璃存储器。而这玩意 ...全文,,无,"https://f.video.weibocdn.com/o0/uPv7kFOilx08vPDYXzvy01041200Be6Y0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729005&ssig=jGNPZW6Njb&KID=unistore,video",,Thu Mar 05 20:17:13 +0800 2026,微博视频号,2,0,0
人工智能,5273103909259667,【#霍启刚鼓励年轻人抓住AI发展机遇#】#霍启刚称年轻人更有点子# “年轻人更有点子、更有想法！”@霍启刚 代表结合2026年政府工作报告内容，鼓励年轻人抓住人工智能技术发展机遇，把科技更好转化为新兴市场和应用场景。#2026看两会#（人民网） 人民网的微博视频 ,,无,"https://f.video.weibocdn.com/o0/uU11nR7klx08vPdiQQxG01041200t1150E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729005&ssig=5ErryQQjQK&KID=unistore,video",,Thu Mar 05 13:43:24 +0800 2026,人民网法人微博,233,42,29
人工智能,5273202219549669,【#AI取代不了医患之间的情感沟通#】#医疗的核心是人而不是算法# 2026全国两会期间，不少代表委员们的建议、提案都和人工智能相关。第十四届全国政协委员、北京大学肿瘤医院副院长吴楠也表示，技术的迭代值得期待，但医患之间的情感沟通是难以复制的。当医者仁心有了人工智能的辅助，精度与温度同行， ...全文,,无,"https://f.video.weibocdn.com/o0/EKWK11fxlx08vPDBRClG010412007bvx0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729005&ssig=C60X588frY&KID=unistore,video",,Thu Mar 05 20:14:03 +0800 2026,《生命时报》社有限公司官方微博,4,0,1
人工智能,5273201882960120,路透社报道，在特朗普的要求下，谷歌、微软、Meta、亚马逊以及多家人工智能公司在白宫签署一项承诺，将承担为其数据中心提供电力的新发电项目成本。目前还不清楚这项行动是否能够足够快地建设新的电力供应，从而缓解电网压力。清洁能源行业组织先进能源联合会的主管乔恩·戈登表示，特朗普的政策重点 ...全文,,无,"https://f.video.weibocdn.com/o0/TUHZDgr7lx08vPDEPV2o010412005ikT0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729005&ssig=gNcLfwf1x0&KID=unistore,video",,Thu Mar 05 20:12:43 +0800 2026,财经观察官  海外新鲜事博主 微博原创视频博主,21,4,2
人工智能,5273100394696341,3月5日魔法聊天室！量缩反弹反向操做！ 魔法K线-王焕昌的微博视频 ,,无,"https://f.video.weibocdn.com/o0/pXnJtSPOlx08vPc9x02Y010412043Qk90E020.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729005&ssig=emQkK%2F%2BCA%2B&KID=unistore,video",,Thu Mar 05 13:29:26 +0800 2026,微博视频号,35,3,2
人工智能,5273201026274710,【#霍启刚鼓励年轻人抓住AI发展机遇#】#霍启刚称年轻人更有点子# “年轻人更有点子、更有想法！”@霍启刚 代表结合2026年政府工作报告内容，鼓励年轻人抓住人工智能技术发展机遇，把科技更好转化为新兴市场和应用场景。#2026看两会#（人民网） 人民网的微博视频 ,,无,"https://f.video.weibocdn.com/o0/uU11nR7klx08vPdiQQxG01041200t1150E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729005&ssig=5ErryQQjQK&KID=unistore,video",,Thu Mar 05 20:09:19 +0800 2026,德州新闻网官方微博,12,6,4
人工智能,5273200474982799,#微观两会#【刘庆峰：#建议设立AI+罕见病国家专项#】 全国人大代表、科大讯飞董事长刘庆峰建议，设立“AI+罕见病”国家专项，打通诊疗与研发关键环节。同时，建议在全国范围内开展“人工智能+罕见病”应用试点，推动技术在基层及各级医疗机构落地推广，依托人工智能提升“早筛查、早发现、早诊治”能力 ...全文,,https://wx1.sinaimg.cn/orj360/d6d6719bly1iawbtjkhc6j215o15oe83.jpg,,,Thu Mar 05 20:07:07 +0800 2026,中国新闻社法人微博,0,0,0
人工智能,5273184426529618,最近 AI 公司和美国军方之间的关系正在变得越来越复杂。FT 报道称，Anthropic CEO Dario Amodei 正在重新与五角大楼谈判，希望挽回一项 AI 合同，否则公司可能被列入美国军方供应链风险名单。双方的核心分歧在于 AI 的使用边界。五角大楼希望 AI 技术可以用于任何“合法用途”，而 Anthropic 坚持在 ...全文,,无,,,Thu Mar 05 19:03:21 +0800 2026,投资内容创作者 AI博主,24,0,0
人工智能,5273200342862017,#两会环速递#【全国政协委员王明弹：中国核电技术全球领先，具备走出去的能力】5日下午，全国政协委员在驻地举行小组讨论会，经济界别委员、国家电投集团上海核工院总经理王明弹在现场接受《环球时报》记者采访时表示，在核电技术领域，我国已处于全球领先位置。中国核电在海外已经建设了一些项目，“ ...全文,,https://wx2.sinaimg.cn/orj360/001Q8zQmly1iawbsrsd6mj60uo0ua0y302.jpg,,,Thu Mar 05 20:06:36 +0800 2026,环球网微博,14,0,4
人工智能,5273200225426740,网页链接【政府工作报告首次提及支持公共云发展｜财经解两会】3月5日，李强总理代表国务院在十四届全国人大三次会议上作《政府工作报告》。报告中，首次提到要“支持公共云发展”。这一表述出现在“打造智能经济新形态”部分。具体表述为：深化拓展“人工智能+”，促进新一代智能终端和 ...全文,,无,,,Thu Mar 05 20:06:08 +0800 2026,《财经》杂志新媒体官方微博,0,1,0
人工智能,5273199960919904,【#中国智造奏响春之声#】展望 “十五五”，人工智能将引领科研范式变革，全方位赋能千行百业。如今的工厂，AI已深度融入各产业链：极氪引入AI智能检测系统；万事利发布首个丝绸花型生成大模型；康奈借助AI辅助设计鞋型；中策橡胶的AI智能体涵盖研发、生产、测试等全链条；时空道宇在AI助力下实现卫星 ...全文,,无,"https://f.video.weibocdn.com/o0/ATU3GjBglx08vPDbDAti01041200NOp50E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729006&ssig=c8IFxwt5Lz&KID=unistore,video",,Thu Mar 05 20:05:05 +0800 2026,钱江晚报官方微博,6,1,1
人工智能,5273099318857794,《婚后不许装正经！》 ✨作者：故栀 📚简介： 【先婚后爱|成年人拉扯】 在相亲前，介绍人曾和林云序说： “你的相亲对象仪表堂堂，性子好，家庭好，还洁身自好。” “是研究人工智能的，知名科技企业不可或缺的领头人物。” ——总之一句话 ...全文,,无,,,Thu Mar 05 13:25:10 +0800 2026,读物博主,21,1,4
人工智能,5273199790001762,在线办公经常需要频繁切换Google Drive、Gmail、Calendar、Sheets等工具，操作繁琐且效率低。Google Workspace CLI 是一个开源的命令行工具，集成了 Drive、Gmail、Calendar、Sheets、Docs、Chat、Admin 等所有 Google Workspace API，直接用命令行就能搞定云端文档管理、邮件处理、日程安排等工作。 ...全文,,"https://wx1.sinaimg.cn/orj360/5396ee05ly8iawbq8chg8j20xc0gotaa.jpg,https://wx1.sinaimg.cn/orj360/5396ee05ly8iawbqr9fqej219i0u0jvm.jpg",,,Thu Mar 05 20:04:24 +0800 2026,AI博主 2025微博新锐新知博主,9,9,0
人工智能,5273199156927349,经常用大语言模型辅助开发时，面对命令行输出信息冗长，导致消耗大量Token，真是头疼。rtk（Rust Token Killer）是个高性能CLI代理，可以过滤、压缩常见开发命令的输出，在LLM上下文中帮助减少60%-90%的Token消耗。它支持ls、git、cargo、pytest等众多命令，能把冗长输出变得简洁明了，比如git pus ...全文,,"https://wx1.sinaimg.cn/orj360/5396ee05ly8iawbny7cqpj20z00u0tce.jpg,https://wx3.sinaimg.cn/orj360/5396ee05ly8iawbo1zjrjj21240u0ae2.jpg",,,Thu Mar 05 20:01:53 +0800 2026,AI博主 2025微博新锐新知博主,9,6,0
人工智能,5273157423858953,#财经##证券##股票 ##行情分析# 益学杨凯的微博视频 ,,无,"https://f.video.weibocdn.com/o0/DcodvgURlx08vPrzFohW01041200pdlO0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729006&ssig=AhB%2B7sDjly&KID=unistore,video",,Thu Mar 05 17:16:03 +0800 2026,上海益学投资咨询有限公司 资深导师 益学堂董事 联合创始人 财经博主 头条文章作者,47,4,0
人工智能,5272833106384239,以后骂giegie解解们演技烂：演得还不如AI ,,无,,,Wed Mar 04 19:47:20 +0800 2026,美妆博主,56,1,9
人工智能,5273077895136102,【今天普反，但不要被欺骗】早上八点半文章提醒会有阶段性的短期反弹，今天反弹来了，反弹后还要跌。多去关注两个新的方向。第一个就是前几天一直给大家提示的能源安全，那么昨天已经有异动了，包括氢能源，包括电网，后面还有储能，看看在能源安全、清洁能源、新能源的方向会不会走出新的机会，尤其 ...全文,,"https://wx2.sinaimg.cn/orj360/009bxdYCgy1iavukjgcn6j30em0emdfu.jpg,https://wx1.sinaimg.cn/orj360/009bxdYCgy1iavukjpc2nj30em0emglp.jpg,https://wx2.sinaimg.cn/orj360/009bxdYCgy1iavukk0035j30em0emglr.jpg,https://wx2.sinaimg.cn/orj360/009bxdYCgy1iavukk894mj30em0emjrf.jpg,https://wx2.sinaimg.cn/orj360/009bxdYCgy1iavukkh1smj30em0emdfv.jpg,https://wx4.sinaimg.cn/orj360/009bxdYCgy1iavukkp6tyj30em0em747.jpg,https://wx2.sinaimg.cn/orj360/009bxdYCgy1iavukkxirtj30em0em74c.jpg,https://wx1.sinaimg.cn/orj360/009bxdYCgy1iavukl5o9bj30em0emt8p.jpg,https://wx3.sinaimg.cn/orj360/009bxdYCgy1iavuklfpdvj30em0em748.jpg",,,Thu Mar 05 12:00:02 +0800 2026,投资内容创作者 财经观察官 超话主持人（波浪理论超话）,62,59,104
