关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
生成式AI,5265830138352415,#聊斋志异#系列《武技》第二集#悦灵犀AI##耀世星辉传媒##悦享控股CHR# 出品 #蒲松龄##聊斋##ai# 系列#动画##短剧##ai绘画##二次元##年度国产动画##国漫##ai绘画你是懂二次元爱好者的##次元ai绘画##ai绘画生成##二次元绘画##短剧推荐##ai视频##国产动画##动画推荐##国漫推荐##我的年度推荐# ...全文,,无,"https://f.video.weibocdn.com/o0/Ed5tJnlGlx08v8hvHHC801041200rYFX0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730799&ssig=HX60vGPhiX&KID=unistore,video",,Fri Feb 13 12:00:02 +0800 2026,耀世星辉传媒创始人 首席执行官兼总裁,15,5,5
生成式AI,5265801083093187,【Apple Creator Studio 用户反馈苹果 AI 额度触顶过快：官称 50 个 PPT，测试仅能做 2 个】科技媒体 Appleinsider 昨日（2 月 12 日）发布博文，报道称苹果在其 Apple Creator Studio 套件中大力宣扬“无限创意”，但实际测试表明其生成式 AI 功能存在隐性限制。 ,,https://wx2.sinaimg.cn/orj360/001ZzMwgly1ia8q0hgvixj60wf0yrjxk02.jpg,,,Fri Feb 13 10:04:34 +0800 2026,IT之家（www.ithome.com）官方微博,1,0,3
生成式AI,5265788220999059,【#优刻得全线涨价股价20CM涨停#】当下，AI大模型正处于从生成式AI走向代理式AI的关键时刻。在此背景下，腾讯、阿里等厂商不惜大发红包以争夺用户。在大模型厂商红包大战尚未分出胜负之际，算力租赁厂商却成为当下实实在在的赢家。正如服饰品牌李维斯的故事那般，最终赢家不是在加州挖金子的矿工，而 ...全文,,https://wx1.sinaimg.cn/orj360/001NBLkrly1ia8oj84d0dj60zj1ke78q02.jpg,,,Fri Feb 13 09:13:28 +0800 2026,每日经济新闻官方微博,3,1,1
生成式AI,5265544036749207,春节焦虑？不存在的～你的春节智能管家已就位！#超级小爱##春节有⼩爱会更好# 科技小凡的微博视频 ,,无,"https://f.video.weibocdn.com/o0/xZGhPvdblx08vhVYvS2A01041200oqby0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730801&ssig=Kpke4ggdUC&KID=unistore,video",,Thu Feb 12 17:03:10 +0800 2026,数码博主,5355,896,190
生成式AI,5265801083093187,【Apple Creator Studio 用户反馈苹果 AI 额度触顶过快：官称 50 个 PPT，测试仅能做 2 个】科技媒体 Appleinsider 昨日（2 月 12 日）发布博文，报道称苹果在其 Apple Creator Studio 套件中大力宣扬“无限创意”，但实际测试表明其生成式 AI 功能存在隐性限制。 ,,https://wx2.sinaimg.cn/orj360/001ZzMwgly1ia8q0hgvixj60wf0yrjxk02.jpg,,,Fri Feb 13 10:04:34 +0800 2026,IT之家（www.ithome.com）官方微博,1,0,3
生成式AI,5265788220999059,【#优刻得全线涨价股价20CM涨停#】当下，AI大模型正处于从生成式AI走向代理式AI的关键时刻。在此背景下，腾讯、阿里等厂商不惜大发红包以争夺用户。在大模型厂商红包大战尚未分出胜负之际，算力租赁厂商却成为当下实实在在的赢家。正如服饰品牌李维斯的故事那般，最终赢家不是在加州挖金子的矿工，而 ...全文,,https://wx1.sinaimg.cn/orj360/001NBLkrly1ia8oj84d0dj60zj1ke78q02.jpg,,,Fri Feb 13 09:13:28 +0800 2026,每日经济新闻官方微博,3,1,1
生成式AI,5265544036749207,春节焦虑？不存在的～你的春节智能管家已就位！#超级小爱##春节有⼩爱会更好# 科技小凡的微博视频 ,,无,"https://f.video.weibocdn.com/o0/xZGhPvdblx08vhVYvS2A01041200oqby0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730811&ssig=DqMqJlrrHU&KID=unistore,video",,Thu Feb 12 17:03:10 +0800 2026,数码博主,5355,896,190
生成式AI,5265632822302024,上一年美沙投资论坛上，世界首富马斯克和千亿富豪黄仁勋的坐姿不一样，马斯克双腿叉开，两只手放在腿上，显得比较开放，黄仁勋双手放在腿的中间，显得有点拘谨，马斯克比黄仁勋更加有钱。 科技刘明新的微博视频 ,,无,"https://f.video.weibocdn.com/u0/vozntydegx08vikbdjEA01041200VgP30E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730812&ssig=9WSPVob23g&KID=unistore,video",,Thu Feb 12 22:55:58 +0800 2026,本地资讯博主（深圳）,43,19,8
生成式AI,5265607205327552,#小红书AI标识新规# 拒绝“以假乱真”，原创者的春天来了？未标识AI内容将面临流量寒冬！ 🤖🚫2026年伊始，小红书（Rednote）针对AI生成内容（AIGC）的治理进入“强监管模式”。根据平台最新公告及网信部门要求，凡利用生成式人工智能技术创作的图片、视频、图文笔记，必须在发布时主动勾选“AI ...全文,,https://wx3.sinaimg.cn/orj360/928aba1egy1ia83qugwubj20fa0ai0tt.jpg,,,Thu Feb 12 21:14:11 +0800 2026,电商头条自媒体微博,10,7,14
生成式AI,5265573984343278,#字节跳动两大全新模型上线#字节跳动同步推出Seedance 2.0视频生成模型与Seedream 5.0 Lite图像生成模型，标志着国产多模态AI迈入实用化新阶段。两大模型聚焦创作场景，支持多模态输入、精准可控编辑与实时联网检索，兼顾画质、逻辑与稳定性，直接降低内容生产门槛。 这不仅是技术迭代，更是AI普惠 ...全文,,无,,,Thu Feb 12 19:02:10 +0800 2026,情感博主,13,1,1
生成式AI,5265558016888848,2026年GEO生成式引擎优化行业研究报告网页链接AI发展进入生成式规模化应用阶段，用户从传统搜索转向AI“答案导向”搜索，80%用户购前用AI辅助决策，品牌需抢占AI流量新主场。GEO是优化内容让品牌易被AI抓取、理解、引用的策略，核心建“品牌-AI信任”，非传统广告，需避8大误区（如≠AI ...全文,,无,,,Thu Feb 12 17:58:43 +0800 2026,微博网页版,0,0,1
生成式AI,5265434087786817,谁才更像人？AI生成数字人对决？seedance2.0大热之后，可灵3.0也快速登场，两个国内至强的数字生成式AI到底效果如何？让@美馒头狸 用自己的同样的一帧图片，看看两者生成效果，你会觉得哪个更像人呢？#即梦seedance2.0怎么玩##seedance爆火后可灵3.0出圈# 大包子狸的微博视频 ,,无,"https://f.video.weibocdn.com/o0/map801LOlx08vhrXLbPG010412004gSv0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730812&ssig=SCbZLv%2FUlP&KID=unistore,video",,Thu Feb 12 09:46:16 +0800 2026,汽车博主 微博原创视频博主 微博新星创作者   微博新知博主,53,15,21
生成式AI,5265298928435550,#a股##网络安全# 欧盟批准谷歌320亿美元收购网络安全公司Wiz、AI应用推动云安全需求深信服（300454）  奇安信-U（688561）据报道，当地时间10日，欧盟反垄断机构正式宣布，批准美国谷歌公司以320亿美元（约合人民币2212亿元）的价格收购网络安全初创公司Wiz。据悉，谷歌公司于2025年3月宣布此项全 ...全文,,无,,,Thu Feb 12 00:49:12 +0800 2026,浙江省遂昌金矿有限公司经济师，工程师 职业投资人  财经观察官,21,6,2
生成式AI,5265490173493306,#从Deepseek到Seedance中国AI成了# 还是得看落地，文字生成式AI已经很成熟了深度思考总结，现在开始看视频创作了，AI从噱头到实用需要技术积累和突破，目前来看视频生成确实达到了非常可用的水平。中国AI创新加把劲，毕竟咱们有很大的市场很广的用户，足以支撑AI快速迭代进步。 ,,无,,,Thu Feb 12 13:29:07 +0800 2026,数码测评师  汽车测评师 旅行摄影师 数码博主 微博原创视频博主 头条文章作者,53,21,37
生成式AI,5265542443173696,#从Deepseek到Seedance中国AI成了# 必须得承认，今年国产AI的进步非常大，就拿前段时间Seedance的发布，确实让我们看到了生成式视频已经离完全体又近了一步。但也不能说咱们就成了，大洋彼岸的谷歌、OpenAI也都没闲着，竞争或许只是刚刚开始。 ,,https://wx2.sinaimg.cn/orj360/9ff74776ly1ia7wb3rruyj20kk0w27gs.jpg,,,Thu Feb 12 16:56:50 +0800 2026,汽车博主 微博原创视频博主,80,17,5
生成式AI,5265254544313780,字节那个视频生成式Ai好像很厉害的样子，看了几个视频，我有庄周梦蝶之感。Ai再发展下去，会对生产关系产生很大的影响的，不是所有人都能适应的。 ,,无,,,Wed Feb 11 21:52:50 +0800 2026,星座命理博主,43,2,4
生成式AI,5265199267578696,【AI掀起“导演革命” #Seedance2.0才火3.0开始研发#】#Seedance2.0爆火从业者喜忧参半# 近日，被称为“导演级AI”的Seedance 2.0全网刷屏，不仅打破了内容创作行业的固有格局，也炸响在科技圈与资本市场。2月11日，国内影视股集体下挫。#Seedance2.0爆火是危机还是机遇#？@封面新闻 记者采访时，多位 ...全文,,无,"https://f.video.weibocdn.com/o0/2xb6m4S2lx08vgnH2HD201041200bldw0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730814&ssig=jblzXwj2SC&KID=unistore,video",,Wed Feb 11 18:13:11 +0800 2026,封面新闻华西都市报官方微博,89,43,10
生成式AI,5265401699369563,即梦降速因算力瓶颈！算力决定AI生死时速！算力是驱动AI应用创新的基础能源，如同工业时代的电力。以当前大模型发展为例，其参数量已从数亿跃升至万亿级别，训练所需算力每3-4个月翻倍。以“即梦”这类生成式AI为例，一次模型训练可能消耗相当于数万个家庭全年用电量的计算资源，推理环节处理单次复 ...全文,,https://wx4.sinaimg.cn/orj360/007J1bajgy1ia7g52hedlj30qy144tfj.jpg,,,Thu Feb 12 07:37:34 +0800 2026,投资内容创作者 财经观察官 电竞博主 微博原创视频博主,18,1,18
生成式AI,5265191224478242,【失业危机还是黄金机遇？#从业者回应Seedance2.0爆火#】#Seedance2.0爆火是危机还是机遇# 近日，被称为“导演级AI”的Seedance 2.0全网刷屏。2月11日，国内影视股集体下挫。多位从业者向@封面新闻 记者表示，“Seedance 2.0的发布，加速了‘AI+动画’的融合，也会催生了‘生成式人工智能动画制作员’ ...全文,,无,"https://f.video.weibocdn.com/o0/2xb6m4S2lx08vgnH2HD201041200bldw0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730814&ssig=jblzXwj2SC&KID=unistore,video",,Wed Feb 11 17:41:13 +0800 2026,封面新闻华西都市报官方微博,34,3,5
生成式AI,5265302503818590,一点迷思生成式ai的支持者觉得ai赋予“表达的平权”让所有人都可以“写作”“绘画”“做动画”，但实际上如果一个人不愿意为自己的想法进行枯燥的训练跨过技术障碍最后让想法落地，想要走捷径靠ai，那大概率ta做出来的东西也是一眼看到底的无聊 ,,无,,,Thu Feb 12 01:03:24 +0800 2026,od莲莲的iPhone客户端,11,0,3
生成式AI,5265401699369563,即梦降速因算力瓶颈！算力决定AI生死时速！算力是驱动AI应用创新的基础能源，如同工业时代的电力。以当前大模型发展为例，其参数量已从数亿跃升至万亿级别，训练所需算力每3-4个月翻倍。以“即梦”这类生成式AI为例，一次模型训练可能消耗相当于数万个家庭全年用电量的计算资源，推理环节处理单次复 ...全文,,https://wx4.sinaimg.cn/orj360/007J1bajgy1ia7g52hedlj30qy144tfj.jpg,,,Thu Feb 12 07:37:34 +0800 2026,投资内容创作者 财经观察官 电竞博主 微博原创视频博主,18,1,18
生成式AI,5265191224478242,【失业危机还是黄金机遇？#从业者回应Seedance2.0爆火#】#Seedance2.0爆火是危机还是机遇# 近日，被称为“导演级AI”的Seedance 2.0全网刷屏。2月11日，国内影视股集体下挫。多位从业者向@封面新闻 记者表示，“Seedance 2.0的发布，加速了‘AI+动画’的融合，也会催生了‘生成式人工智能动画制作员’ ...全文,,无,"https://f.video.weibocdn.com/o0/2xb6m4S2lx08vgnH2HD201041200bldw0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730816&ssig=62CS8VmYJz&KID=unistore,video",,Wed Feb 11 17:41:13 +0800 2026,封面新闻华西都市报官方微博,34,3,5
生成式AI,5265302503818590,一点迷思生成式ai的支持者觉得ai赋予“表达的平权”让所有人都可以“写作”“绘画”“做动画”，但实际上如果一个人不愿意为自己的想法进行枯燥的训练跨过技术障碍最后让想法落地，想要走捷径靠ai，那大概率ta做出来的东西也是一眼看到底的无聊 ,,无,,,Thu Feb 12 01:03:24 +0800 2026,od莲莲的iPhone客户端,11,0,3
生成式AI,5265157752356969,下午看了一篇IDC的预测，到2027年全球65%的智能手机将具备AI能力，AI正从旗舰机快速向中低端普及，三年后将成为手机标配。（1）全球AI手机渗透率不断攀升：2024年15%（1.7亿部）、2025年30%（3.7亿部）、2027年65%、2029年超70%。关于中国市场2024年3700万部、2027年1.5亿部。（2）技术演进分三个 ...全文,,无,,,Wed Feb 11 15:28:12 +0800 2026,投资内容创作者,131,4,29
生成式AI,5265259942384421,#seedance爆火后可灵3.0出圈#生成式 AI 创作者正在从炼丹师升级到建筑师。,,无,,,Wed Feb 11 22:14:17 +0800 2026,Tech产经网官方微博,47,27,58
生成式AI,5265241249416896,智能时刻的观察 🔥【生成式AI终极指南｜从核心概念到高阶技巧一网打尽！】🤖大家都在谈论生成式AI，但大多数人只看到表面❗️这份指南覆盖从核心概念到高级技术的完整路径✨每一步都让AI更智能、更灵活、更面向未来🚀👇四大板块带你系统掌握生成式AI👇1️⃣【GenAI核心 ...全文,,https://wx3.sinaimg.cn/orj360/971b7d63ly1ia3eb958joj20j60qm1a3.jpg,,,Wed Feb 11 21:00:00 +0800 2026,科技博主 超话主持人（AI创造营超话） 微博解说视频博主 头条文章作者,17,18,17
生成式AI,5265082313607709,#Seedance2.0生成视频可用率高达90%# “一张照片生成一个我”——Seedance 2.0用户惊喜地发现，只需上传照片，AI便能生成一段以自己为主角的流畅视频，甚至包含照片未拍摄到的建筑背面细节，但细思之下也可能是惊恐，如果有人拿到我们的照片生成视频去违法犯罪怎么办？AI生成周星驰经典电影片段的视 ...全文,,https://wx3.sinaimg.cn/orj360/71b398cfgy1ia6fi3owivj20nq0gon5a.jpg,,,Wed Feb 11 10:28:27 +0800 2026,律师  长文原创作者 微博新知博主 法律博主 头条文章作者,28,10,23
生成式AI,5264775815627323,字节网文IP🔺掌阅科技：字节参股，短剧等衍生业务成为公司第一大业务板块🔺天音控股：与字节共同参股塔读文学字节AI电影🔺上海电影：与即梦AI战略合作，聚焦经典IP焕新🔺博纳影业：和即梦AI联合出品并制作了AI生成式科幻短剧《三星堆：未来启示录》字节视频语料🔺捷成股份：即 ...全文,,无,,,Tue Feb 10 14:10:31 +0800 2026,财经博主,65,5,6
生成式AI,5264094409524548,#因诋毁小米理想乱象13家MCN被约谈#太原网信、网安双部门联合约谈13家MCN，是对网络乱象的精准亮剑，明确传递“网络不是法外之地”的强硬态度。就像我说的，AI确实是应该有所约束了，这次太原网信、网安双部门联合约谈13家MCN，就是一个非常好的信号。我非常看好未来相关机构一定会有相关规定，来规 ...全文,,"https://wx3.sinaimg.cn/orj360/008IZ1Faly1ia39tpqyhoj30tw1avdmg.jpg,https://wx1.sinaimg.cn/orj360/008IZ1Faly1ia3a04awpuj30tz1aw0y3.jpg,https://wx2.sinaimg.cn/orj360/008IZ1Faly1ia39thw485j30m20lqn2n.jpg",,,Sun Feb 08 17:02:52 +0800 2026,数码博主,76,0,2
生成式AI,5264090811072651,这波干的漂亮！太原网信联合网安约谈了13家MCN，打击网络hei公关#因诋毁小米理想乱象13家MCN被约谈#这波算是官方出手的典型，对网络水军、hei公关和恶意拉踩等等进行整治，这也是官方的态度，对新能源行业乱象必须整治到底！这次约谈还明确了生成式AI内容的审核标准和责任划分那些还在网络上重拳出 ...全文,,"https://wx2.sinaimg.cn/orj360/006UVKFbgy1ia39l9exa7j30u0140hdt.jpg,https://wx1.sinaimg.cn/orj360/006UVKFbgy1ia39la6xp8j30tw1av7av.jpg,https://wx2.sinaimg.cn/orj360/006UVKFbgy1ia39l48v8ij30tz1awgqx.jpg",,,Sun Feb 08 16:48:33 +0800 2026,数码博主 微博原创视频博主 微博VLOG博主 超话主持人（柠檬王同学超话） 头条文章作者,299,57,175
生成式AI,5264156444069779,#看见数学的样子# 过去这一年摸索GenAI和Agent（生成式人工智能和智能体）、但库库在数学内容创作上一直也没闲着。转一个几分钟内生成和微调的数学视频，这是库库大学时期最爱的分形树，最近制成为Manim动画，感叹这个AI时代，让编程变得如此简单！ 善科题库的微博视频 ,,无,"https://f.video.weibocdn.com/o0/Qk3mSnzVlx08vbOSNVb2010412001eY80E010.mp4?label=mp4_hd&template=636x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730850&ssig=3nTwzINJdS&KID=unistore,video",,Sun Feb 08 21:09:22 +0800 2026,iPhone客户端,18,3,5
生成式AI,5264028025751344,"CEO Jensen Huang 在接受 CNBC 采访时直言：围绕AI的基础设施资本开支不仅合理，而且可持续。核心逻辑只有一条——钱能赚回来。随着生成式AI商业化推进，云厂商与模型公司现金流会继续抬升，只要ROI成立，投入就会反复加码，“doubling, doubling, doubling”。几大超大规模客户近期给出的指引合计 ...全文",,无,"https://f.video.weibocdn.com/o0/NbWgFeKGlx08vbgoqtgQ01041203DiMt0E020.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730850&ssig=NH%2BrOuUrI8&KID=unistore,video",,Sun Feb 08 12:39:05 +0800 2026,投资内容创作者 AI博主,45,15,3
生成式AI,5264102176066575,#因诋毁小米理想乱象13家MCN被约谈#最近太原网信和网安出手，把13家MCN机构叫去“喝茶”了。主要就是有些MCN和博主为了流量，没底线地恶意拉踩、搞黑公关，尤其在新能源汽车领域，小米、理想、小鹏这些品牌都被卷进过无厘头的对比里。这次约谈不仅是敲打，更是明确规矩。生成式AI内容不能瞎搞，谁 ...全文,,"https://wx3.sinaimg.cn/orj360/634c0d71ly1ia3awa3shrj20u0140hdt.jpg,https://wx2.sinaimg.cn/orj360/634c0d71ly1ia3aw96ckcj20tw1avq9h.jpg,https://wx2.sinaimg.cn/orj360/634c0d71ly1ia3awailnmj20tz1awdl3.jpg",,,Sun Feb 08 17:33:44 +0800 2026,数码博主 微博VLOG博主 微博原创视频博主 头条文章作者,198,47,88
生成式AI,5264126683383290,周末重大热点事件及政策解析，利好或影响哪些行业？一、商业航天与高端装备1. 可重复使用试验航天器成功发射我国在酒泉卫星发射中心使用长征二号F火箭成功发射可重复使用试验航天器，为和平利用太空提供技术支撑。2. 上海布局商业航天新赛道上海市明确将商业航天、低空经济等作为万亿级新增量产业 ...全文,,https://wx1.sinaimg.cn/orj360/0068LOhcgy1ia3dplpwjnj30zk0ig44h.jpg,,,Sun Feb 08 19:11:07 +0800 2026,财经博主 头条文章作者,4,0,1
生成式AI,5264123887095485,【#英伟达为3万名工程师部署AI编码工具#，代码产出量提升至原有水平的三倍】据环球网引援TechPowerUp报道，英伟达近日宣布已在公司内部为3万名工程师全面部署生成式人工智能编码工具，借助AI技术赋能研发流程，实现工程师代码产出量提升至原有水平的三倍，且代码漏洞率保持稳定，AI辅助研发的技术优势 ...全文,,https://wx4.sinaimg.cn/orj360/001Ur7cfly1ia3ayrzv3wj60yi0bygpa02.jpg,,,Sun Feb 08 19:00:00 +0800 2026,36氪官方微博,3,8,1
生成式AI,5264108379178482,网信网安联合出击，约谈13家MCN机构，直接对网络水军、黑公关、恶意拉踩等网络乱象精准亮剑。要时刻记住且明确“网络不是法外之地”这件事，并且随着违规成本飙升，行业整治已进入常态化，有些群体就别再抱有侥幸心理了！同时双部门还明确了，生成式AI内容的审核标准与责任划分，还通过签署合规承诺 ...全文,,"https://wx4.sinaimg.cn/orj360/6f5ef0ffly1ia3blvs6dcj20tz22shb7.jpg,https://wx2.sinaimg.cn/orj360/6f5ef0ffly1ia3blx4p33j20u0140hdt.jpg,https://wx2.sinaimg.cn/orj360/6f5ef0ffly1ia3blxg10cj20tw1avgs7.jpg,https://wx4.sinaimg.cn/orj360/6f5ef0ffly1ia3blxqvqaj20tz1awn2h.jpg",,,Sun Feb 08 17:58:23 +0800 2026,数码博主 微博原创视频博主,115,40,67
生成式AI,5264093657170863,#财经﻿##黄金##股票##罗翔##爸爸弯了一辈子的腰终于断了#  26-28年这三年宏大叙事变了，AI 即使阶段性泡沫破了，未来也会继续成长，持续改变每个人的生活和工作。分百相信我们往后余生只会更丰富多彩。互联网当年确实泡沫破了，但产业端深刻改变了实体。人类并不会被AI消灭掉，全球资本抛弃生成式AI， ...全文,,无,,,Sun Feb 08 16:59:53 +0800 2026,头条文章作者,6,7,6
生成式AI,5264092338328091,#因诋毁小米理想乱象13家MCN被约谈#看到太原网信、网安两部门联合约谈13家MCN的新闻，觉得这次动作确实很有分量。简单说，就是“网络不是法外之地”这句话再次被实质性落地，联合出拳表明了治理乱象的决心，水军、黑公关、恶意拉踩这些以后成本会越来越高。特别想提两点感触：一是终于开始明确生成式 ...全文,,"https://wx2.sinaimg.cn/orj360/d451f4f1ly1ia39qz3h6fj20k00qodhp.jpg,https://wx1.sinaimg.cn/orj360/d451f4f1gy1ia39qv96wwj20tz22styb.jpg","https://f.video.weibocdn.com/o0/4Eyfc3zElx08vbxMfiME010412004aex0E010.mp4?label=mp4_hd&template=540x720.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730862&ssig=80d9TxfqSI&KID=unistore,video",,Sun Feb 08 16:54:38 +0800 2026,数码博主 微博牧场计划合作达人 头条文章作者,31,34,31
生成式AI,5264063649023874,生成式AI的出现，让自媒体的生态图谱也在发生变化。过去你可能不擅长拍摄和剪辑，现在只要用好Prompt，学会组合使用模型，就能生产N条低成本的精美短视频。而擅长拍摄和剪辑的那群人，也无需难过，AI可以打磨你的分镜，让视频结构更完整，你应该学会用AI去升维。当所有人都在制作精美短视频时，也会 ...全文,,无,,,Sun Feb 08 15:00:38 +0800 2026,汽车博主,10,3,1
生成式AI,5264018195088813,#聊斋志异#系列《武技》第一集#悦灵犀AI##耀世星辉传媒##悦享控股CHR# 出品 #蒲松龄##聊斋##ai# 系列#动画##短剧##ai绘画##二次元##年度国产动画##国漫##ai绘画你是懂二次元爱好者的##次元ai绘画##ai绘画生成##二次元绘画##短剧推荐##ai视频##国产动画##动画推荐##国漫推荐##我的年度推荐# ...全文,,无,"https://f.video.weibocdn.com/o0/R4dWLtMslx08v1DHWCEM01041200mrkM0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730862&ssig=OFrLSSAxoa&KID=unistore,video",,Sun Feb 08 12:00:01 +0800 2026,耀世星辉传媒创始人 首席执行官兼总裁,14,5,5
生成式AI,5263625635763418,#全新QQ用AI重塑小车之王# 奇瑞QQ快乐之夜的发布会，不仅宣告了QQ品牌的回归，更重启了QQ车友会，延续了那份独特的用户联结。而全新QQ3的智能化，也继承了这种“共创”基因，并赋予它一种难得的“趣味感”。它的“灵犀智舱”并非严肃冰冷，而是充满了人性化的小确幸。你可以根据喜好搭配主题颜色和萌 ...全文,,"https://wx3.sinaimg.cn/orj360/008AKMDmly8ia1r02fp1dj331v219x6p.jpg,https://wx4.sinaimg.cn/orj360/008AKMDmly8ia1r02n47oj33pc2gyu0z.jpg,https://wx1.sinaimg.cn/orj360/008AKMDmly8ia1r0183bmj318g0tngrt.jpg,https://wx1.sinaimg.cn/orj360/008AKMDmly8ia1r0185w1j31hc0zk44e.jpg,https://wx1.sinaimg.cn/orj360/008AKMDmly8ia1r02jfcmj33pc2gye83.jpg,https://wx3.sinaimg.cn/orj360/008AKMDmly8ia1r02n6isj33pc2gyu0z.jpg,https://wx4.sinaimg.cn/orj360/008AKMDmly8ia1r0187jlj31hc0zkq96.jpg,https://wx1.sinaimg.cn/orj360/008AKMDmly8ia1r02re1tj33341t2b2a.jpg,https://wx2.sinaimg.cn/orj360/008AKMDmly8ia1r01atfhj31jk111dqn.jpg",,,Sat Feb 07 10:00:08 +0800 2026,数码博主,763,144,334
生成式AI,5263731485051927,地球下一个版本的物种——硅基海洋里随机涌现出来的智能体。是的，人工智能是随机涌现出来的，就像生物进化一样，通过大规模的冗余、试错、并行突变而来的。案例via跑酱er：“人类发明计算机，最开始是为了什么？是为了确定性。你给计算机输入1，再输入1，告诉它做一个加法，它必须输出2。如果它 ...全文,,无,,,Sat Feb 07 17:00:44 +0800 2026,科学科普博主,277,106,38
生成式AI,5263616292422456,汽车公司，都在疯狂做GEO。GEO，指生成式引擎优化（Generative Engine Optimization），是 AI 时代适配大语言模型与 AI 搜索的内容营销新范式，核心是让品牌信息成为 AI 答案的核心引用源，抢占用户决策链路的优先曝光。#汽场全开# #新能源汽车# ,,无,,,Sat Feb 07 09:23:00 +0800 2026,评论人,34,2,6
生成式AI,5263583077728415,英伟达CEO黄仁勋：只要AI公司能赚钱，就会加倍、再加倍、再加倍、再加倍地投入。Meta、微软、Alphabet 和亚马逊近两周发布财报。这四家科技巨头2026年的资本支出有可能达到6600亿美元。在面对“你认为6600亿美元的支出合理么”的提问时，黄仁勋伸出一根手指一字一句地回应：那是合理且可持续的（ap ...全文,,无,,,Sat Feb 07 07:11:01 +0800 2026,本地资讯博主（深圳）,29,19,4
生成式AI,5263761498964643,智能时刻的观察 🌟 AI/GenAI 学习入门 101 ，成为 IT 架构师！如果你还在为找不到结构化的方式来学习 AI/GenAI 作为 IT 甚至企业架构师而苦恼，这张图可能正好能帮到你！📚从基础到进阶的学习路径。书籍主题涵盖人工智能 (AI)、生成式 AI (GenAI)、数据科学、机器学习、IT 架构、商 ...全文,,https://wx2.sinaimg.cn/orj360/971b7d63ly1i9vg01uap0j20j60pjn7g.jpg,,,Sat Feb 07 19:00:00 +0800 2026,科技博主 超话主持人（AI创造营超话） 微博解说视频博主 头条文章作者,8,13,13
生成式AI,5263756465800003,刚聊的事打开手机就收到精准推送，你的生活被“偷听”了吗？“之前和同事聊天计划去海南过年，当时谁也没用手机搜索。但两个小时后，我的社交平台首页就出现了海南旅游的相关推送。”近日，来自北京的王婉女士向记者讲述了自己“聊天被偷听”的经历。不少人在使用手机等智能产品时，都有类似的感 ...全文,,https://wx2.sinaimg.cn/orj360/711cf6e6ly1i9rwwqu0bpj20zk0k0wm1.jpg,,,Sat Feb 07 18:40:00 +0800 2026,四川省司法厅官方微博,4,0,4
生成式AI,5263659871767908,【索尼计划在游戏制作中大量使用AI，但不会参与核心元素创作】索尼在近期投资者电话会议上宣布，计划在未来的游戏制作中大量使用生成式AI，公司首席财务官陶琳表示，AI仅作为一种工具而非威胁，其作用是加快制作任务进度，不会取代整个开发团队，也不会成为公司的核心业务。陶琳称，AI只是开发工具箱 ...全文,,"https://wx2.sinaimg.cn/orj360/005zWMXugy1ia1w3fj43jj31hc0u0ad7.jpg,https://wx4.sinaimg.cn/orj360/005zWMXugy1ia1w3fl15gj31hc0u0n63.jpg,https://wx3.sinaimg.cn/orj360/005zWMXugy1ia1w3fv5nrj31ds0sgtl4.jpg,https://wx4.sinaimg.cn/orj360/005zWMXugy1ia1w3fg70ij31hc0u0tck.jpg",,,Sat Feb 07 12:16:10 +0800 2026,游戏博主,10,3,7
